Account Name,Website,Billing State/Province,Opportunity Owner,Close Date,Est. Annual Construction Volume Range,USD Total Delta ARR,# of Pipeline Opps,Entry Channel (Category)
"Essjay, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fessjayinvestments.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://essjayinvestments.com (New Window)"">http://essjayinvestments.com</a>",ND,Cody Rademacher,11/4/2022,Less than 5M,"9,360.90",1,Inbound
MASS Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.mass-cm.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.mass-cm.com (New Window)"">http://www.mass-cm.com</a>",FL,Helene Arevalo,11/4/2022,10M-20M,"8,113.00",5,Outbound
Varisco Designs,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fvdbg.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://vdbg.com (New Window)"">https://vdbg.com</a>",CA,Daren Stevens,11/4/2022,10M-20M,"12,640.00",1,Inbound
J. S. Vig Construction Co.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.jsvig.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.jsvig.com/ (New Window)"">http://www.jsvig.com/</a>",MI,Jonathan Hernandez,11/3/2022,20M-50M,"19,262.00",5,Outbound
Bear Valley Construction LLC,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fbearvalleyllc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://bearvalleyllc.com/ (New Window)"">https://bearvalleyllc.com/</a>",OR,Cole Wilhite,11/2/2022,Less than 5M,"11,520.80",2,Inbound
US General Construction Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.usgeneral.org%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.usgeneral.org/ (New Window)"">http://www.usgeneral.org/</a>",GA,Cody Rademacher,11/2/2022,5M-10M,"12,500.00",1,Inbound
Avila & Wadlington Contractors Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.avila-wadlington.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.avila-wadlington.com (New Window)"">http://www.avila-wadlington.com</a>",CA,Sander Correll,11/2/2022,5M-10M,"6,100.00",1,Inbound
Mass Contracting,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fmasscontractingcorp.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://masscontractingcorp.com (New Window)"">http://masscontractingcorp.com</a>",NY,Javier Gutierrez,10/31/2022,5M-10M,"10,401.00",3,Outbound
AP Fabrications,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fapfabrications.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://apfabrications.com (New Window)"">http://apfabrications.com</a>",AR,Claire Steinbruck,10/31/2022,10M-20M,"7,802.03",1,Inbound
Coastec USA LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcoastecbuilt.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://coastecbuilt.com (New Window)"">http://coastecbuilt.com</a>",FL,Max Head,10/31/2022,5M-10M,"7,251.66",1,Unknown
M32 Development,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FM32Development.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://M32Development.com (New Window)"">http://M32Development.com</a>",MI,Kyler Hankins,10/31/2022,Less than 5M,"6,100.00",2,Outbound
Genesis Property Development Inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fgenesispd.net%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://genesispd.net (New Window)"">http://genesispd.net</a>",IN,Claire Steinbruck,10/31/2022,5M-10M,"10,401.38",1,Outbound
Eagan Building Group,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.buildwitheagan.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.buildwitheagan.com/ (New Window)"">https://www.buildwitheagan.com/</a>",MO,Cody Rademacher,10/31/2022,5M-10M,"17,437.00",2,Outbound
Commercial Construction Group LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fccgmidwest.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ccgmidwest.com (New Window)"">http://ccgmidwest.com</a>",OH,Michael Finn,10/31/2022,5M-10M,"17,424.48",3,Inbound
VMJR Companies,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.vmjrcompanies.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.vmjrcompanies.com/ (New Window)"">http://www.vmjrcompanies.com/</a>",NY,Mike Gamble,10/28/2022,20M-50M,"19,908.00",3,Inbound
Pioneer Construction Services inc,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.pioneer-construction.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.pioneer-construction.com/ (New Window)"">http://www.pioneer-construction.com/</a>",FL,Colton Erickson,10/28/2022,10M-20M,"23,917.56",2,Inbound
"Modern Builders, Inc.","<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.modernbuildinc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.modernbuildinc.com/ (New Window)"">https://www.modernbuildinc.com/</a>",IA,Andrew McBride,10/28/2022,10M-20M,"28,085.75",1,Inbound
"Costa Azul Contracting Group, INC","<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.costaazulcg.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.costaazulcg.com/ (New Window)"">https://www.costaazulcg.com/</a>",CA,Claire Steinbruck,10/28/2022,Less than 5M,"11,743.56",1,Inbound
CGC General Contractors,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fcharlieandcompany.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://charlieandcompany.com (New Window)"">http://charlieandcompany.com</a>",TX,Claire Steinbruck,10/28/2022,20M-50M,"25,416.00",1,Outbound
Breakthrough contractor Services,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.breakthroughcontractorservices.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.breakthroughcontractorservices.com (New Window)"">http://www.breakthroughcontractorservices.com</a>",TX,Andrew McBride,10/28/2022,5M-10M,"10,000.00",1,Inbound
Washington Beef,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fagribeef.com%2Fwashingtonbeef%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://agribeef.com/washingtonbeef (New Window)"">http://agribeef.com/washingtonbeef</a>",WA,Daren Stevens,10/28/2022,5M-10M,"9,845.00",1,Outbound
McGillivray Construction Inc.,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.mcgcorporation.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.mcgcorporation.com/ (New Window)"">http://www.mcgcorporation.com/</a>",CA,Jacob Mickle,10/28/2022,10M-20M,"10,935.11",4,Outbound
Capital Builders ATX,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fna%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://na (New Window)"">http://na</a>",TX,John Azar,10/27/2022,5M-10M,"16,941.00",1,Outbound
C Squared Certified General Contractors Inc,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fc-squaredcgc.com%2Fcontact-us%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://c-squaredcgc.com/contact-us (New Window)"">https://c-squaredcgc.com/contact-us</a>",FL,Cody Consoli,10/27/2022,5M-10M,"16,749.60",2,Outbound
CII Contracting,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fciicontracting.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://ciicontracting.com (New Window)"">http://ciicontracting.com</a>",FL,Sander Correll,10/26/2022,Less than 5M,"7,437.00",1,Inbound
Cooper Construction & Development,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fcoopercd.com%2Fcontact-us%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://coopercd.com/contact-us (New Window)"">https://coopercd.com/contact-us</a>",FL,Ashley Laden,10/26/2022,Less than 5M,"6,100.00",1,Inbound
Stuckey Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fstuckeyconstruction.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://stuckeyconstruction.com/ (New Window)"">http://stuckeyconstruction.com/</a>",IL,Jonathan Hernandez,10/26/2022,10M-20M,"53,849.00",2,Outbound
Northeastern Construction Services,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fneconservices.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://neconservices.com/ (New Window)"">https://neconservices.com/</a>",NY,Mike Puglise,10/25/2022,10M-20M,"29,986.83",1,Inbound
"Open Book Construction, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fobcnm.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://obcnm.com (New Window)"">http://obcnm.com</a>",NM,Matthew Gogerty,10/25/2022,5M-10M,"16,494.25",1,Outbound
Innova Building Advisors,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Finnovaservices.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://innovaservices.com (New Window)"">http://innovaservices.com</a>",PA,Mike Puglise,10/25/2022,5M-10M,"8,861.00",1,Outbound
Sigma Construction - Somerset,"<a href=""javascript:openPopupFocus%28%27https%3A%2F%2Fwww.sigmacinc.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""https://www.sigmacinc.com/ (New Window)"">https://www.sigmacinc.com/</a>",NJ,Mike Gamble,10/25/2022,Less than 5M,"8,702.60",2,Unknown
The Keane Group LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fkoholacustomhomes.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://koholacustomhomes.com (New Window)"">http://koholacustomhomes.com</a>",HI,Daniel Sungnam Yoo,10/24/2022,Less than 5M,"14,106.60",2,Outbound
Kalimera Group,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.kalimeragroup.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.kalimeragroup.com (New Window)"">http://www.kalimeragroup.com</a>",LA,Cody Consoli,10/24/2022,Less than 5M,"11,081.78",1,Inbound
"G-W Management Services, LLC","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fg-wms.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://g-wms.com (New Window)"">http://g-wms.com</a>",MD,Max Head,10/24/2022,Less than 5M,"20,223.00",1,Outbound
AJ Bright Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.ajbright.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.ajbright.com (New Window)"">http://www.ajbright.com</a>",SC,Andrew McBride,10/24/2022,Less than 5M,"7,440.00",2,Inbound
AIM Consulting Services,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.aimcsworld.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.aimcsworld.com (New Window)"">http://www.aimcsworld.com</a>",CA,Javier Gutierrez,10/21/2022,5M-10M,"19,700.00",1,Inbound
Riverside Construction Group,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.myriversidehome.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.myriversidehome.com/ (New Window)"">http://www.myriversidehome.com/</a>",FL,Colton Erickson,10/21/2022,10M-20M,"18,040.85",1,Inbound
"Pulliam Construction Management, Inc.","<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fpullcon.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://pullcon.com/ (New Window)"">http://pullcon.com/</a>",TX,Javier Gutierrez,10/21/2022,10M-20M,"15,572.00",4,Outbound
Orlins Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Forlinsco.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://orlinsco.com (New Window)"">http://orlinsco.com</a>",MI,Jeffrey Bohl,10/21/2022,Less than 5M,"9,509.63",1,Outbound
Myo Estate LLC,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2FNo%20website%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://No website (New Window)"">http://No website</a>",MD,Sander Correll,10/21/2022,Less than 5M,"17,963.00",1,Inbound
Zoellner Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.zoellnerconstruction.com%2F%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.zoellnerconstruction.com/ (New Window)"">http://www.zoellnerconstruction.com/</a>",MO,Terence McNair,10/20/2022,20M-50M,"24,676.85",2,Outbound
ASW HOBART,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.aswhobart.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.aswhobart.com (New Window)"">http://www.aswhobart.com</a>",PA,Javier Gutierrez,10/19/2022,5M-10M,"10,905.00",4,Outbound
Kenzo construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fkenzoconstruction.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://kenzoconstruction.com (New Window)"">http://kenzoconstruction.com</a>",MN,Jacob Mickle,10/19/2022,Less than 5M,"7,488.72",1,Inbound
Franson Civil Engineers,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fwww.fransoncivil.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://www.fransoncivil.com (New Window)"">http://www.fransoncivil.com</a>",UT,Helene Arevalo,10/18/2022,10M-20M,"10,404.00",1,Inbound
Junkans Construction,"<a href=""javascript:openPopupFocus%28%27http%3A%2F%2Fjunkansllc.com%27%2C%20%27_blank%27%2C%20620%2C%20430%2C%20%27width%3D620%2Cheight%3D430%2Cresizable%3Dyes%2Ctoolbar%3Dyes%2Cstatus%3Dyes%2Cscrollbars%3Dyes%2Cmenubar%3Dyes%2Cdirectories%3Dyes%2Clocation%3Dyes%2Cdependant%3Dno%27%2C%20false%2C%20true%29%3B"" title=""http://junkansllc.com (New Window)"">http://junkansllc.com</a>",TX,Mike Gamble,10/17/2022,Less than 5M,"11,802.00",1,Inbound
